SID,2008-08-23,2008-08-25,2008-09-01,2008-09-08,2008-09-15,2008-09-22,2008-09-29,2008-10-06,2008-10-13,2008-10-20,2008-10-27,2008-11-03,2008-11-10,2008-11-17,2008-11-24,2008-12-01,2008-12-08,2008-12-15
06766220,0,2,2,3,3,4,4,5,5,6,6,6,6,6,6,6,7,7
06768788,2,5,6,7,8,9,10,10,11,13,13,14,15,16,16,17,17,18
06770792,0,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,5,5
06771700,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,6,6,6
06773816,2,2,3,4,5,6,6,7,7,8,8,8,8,9,9,9,9,9
06773850,2,3,5,6,7,8,9,9,11,11,12,13,15,15,15,15,15,15
06774398,0,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4
06774727,2,7,9,10,11,12,13,14,15,15,16,17,18,19,19,20,21,21
06775572,2,7,8,8,8,9,10,10,10,11,11,11,11,12,12,12,13,14
06776167,0,2,2,3,3,4,5,5,6,7,7,8,8,9,9,9,9,9
06776263,0,3,3,4,5,6,6,7,7,8,8,9,9,10,10,10,11,11
06776433,0,3,4,5,6,7,8,9,10,10,11,12,12,12,12,13,14,14
06776890,0,0,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3
06777466,2,3,5,7,8,9,10,10,11,11,12,12,13,14,14,14,14,14
06777612,1,2,4,4,5,5,5,6,6,6,8,8,8,8,8,9,9,9
06777664,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4
06779506,0,2,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6
06781442,0,2,2,3,4,5,6,7,8,9,9,10,10,10,10,10,10,10
06782386,0,2,2,2,3,4,4,4,4,4,4,4,5,5,5,5,5,5
06784280,2,4,5,6,7,7,8,8,9,9,10,10,11,11,11,11,11,11
06785207,1,3,4,5,5,5,6,7,7,8,8,9,10,10,10,11,11,11
06789677,2,4,5,7,7,8,8,10,10,11,11,12,14,14,14,15,16,16
06790941,1,3,4,4,5,6,6,6,6,7,7,7,8,9,9,9,9,9
06791017,1,3,4,5,7,7,7,8,8,8,9,9,9,9,9,10,10,10
06793265,2,2,4,4,5,5,6,7,7,7,7,7,7,7,7,7,7,7
06793571,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4
06793796,0,3,3,4,5,6,6,8,8,9,11,12,12,14,14,14,15,15
06793809,2,3,4,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7
06795320,1,3,4,6,7,8,8,9,9,10,11,11,12,12,12,13,13,13
06795446,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
06798654,0,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,4
06799572,2,4,5,6,8,9,10,10,11,12,13,13,14,15,15,15,16,16
06799638,2,4,5,7,9,11,13,15,15,17,18,19,20,21,21,22,22,22
06801301,0,3,5,6,8,10,11,11,12,13,14,15,16,17,17,18,19,19
06801665,2,4,5,6,8,9,10,10,11,13,14,14,15,16,16,16,17,17
06802347,1,2,3,3,3,4,5,5,6,6,6,7,7,7,7,8,9,9
06803453,0,4,5,6,7,8,8,9,10,10,11,11,12,12,12,13,13,13
06804405,0,1,2,3,3,4,4,4,5,5,5,6,6,6,6,6,6,6
06805459,1,4,4,5,7,7,8,9,9,11,12,14,14,15,15,15,15,15
06806189,2,5,6,7,8,8,9,10,12,12,13,13,13,14,14,14,15,15
06807209,2,2,3,4,4,4,4,5,5,5,6,7,7,7,7,7,7,7
06807805,2,4,4,6,7,8,9,10,11,12,13,14,15,16,16,17,18,18
06807998,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
06809617,0,2,2,3,4,5,5,6,7,7,8,8,8,9,9,9,9,9
06810136,0,2,3,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7
06810340,2,4,4,4,6,7,7,8,8,8,9,9,10,10,10,10,11,11
06810637,0,2,4,4,4,4,5,5,5,5,5,6,6,7,7,7,7,8
06810987,0,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6
06811203,2,3,4,5,5,6,7,7,8,9,9,10,10,11,11,11,12,12
06811844,1,3,3,3,4,4,4,4,6,6,7,7,7,8,8,8,8,8
06812119,0,2,3,5,6,8,9,10,10,12,13,15,16,17,17,18,18,19
06813265,2,4,5,5,7,7,8,9,9,9,9,10,10,10,10,11,11,12
06813834,2,3,4,5,6,7,8,9,10,11,12,13,13,13,13,14,15,15
06815107,2,3,4,5,5,6,6,6,7,7,8,9,9,10,10,11,11,11
06815220,0,2,4,5,7,7,8,8,9,9,10,11,12,13,13,14,15,15
06815344,2,3,4,5,5,6,7,7,8,9,9,10,10,10,10,12,12,12
06816140,1,2,3,4,5,6,6,7,7,8,9,9,10,10,10,10,10,11
06816506,1,4,5,6,7,8,8,10,11,12,13,14,15,16,16,16,16,16
06817361,2,3,4,5,6,6,6,7,7,8,9,9,9,9,9,9,9,10
06817607,0,0,1,1,2,2,3,3,4,4,4,4,5,5,5,6,6,6
06820950,0,1,1,2,2,2,2,3,3,3,4,4,4,5,5,5,5,5
06821644,0,2,3,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6
06822999,0,3,3,4,4,4,4,5,7,7,7,7,8,8,8,8,8,8
06823370,1,3,3,4,4,5,5,5,5,6,6,6,7,7,7,7,7,7
06823425,0,0,0,2,3,3,3,3,4,4,4,4,5,5,5,5,5,5
06823991,2,4,5,6,7,8,10,11,12,13,13,14,15,15,15,15,15,15
06825892,2,3,3,5,5,6,7,8,8,9,9,10,10,11,11,12,12,13
06826295,2,3,4,5,5,6,6,7,8,8,9,10,11,11,11,12,12,12
06828009,0,1,2,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5
06829520,2,4,5,6,6,7,7,8,9,9,10,10,12,12,12,13,14,14
06831096,2,4,4,7,7,8,8,9,9,9,10,10,11,11,11,12,12,12
06831599,0,1,2,2,2,3,3,3,3,3,3,3,4,4,4,5,5,5
06831701,0,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5
06833630,2,3,4,5,7,7,8,8,9,10,11,11,11,12,12,13,13,14
06833962,1,3,3,4,4,5,5,7,7,7,7,7,7,7,7,8,8,8
06833975,2,4,5,7,8,8,9,11,12,12,12,13,14,14,14,15,16,16
06834047,0,2,2,3,3,4,4,5,6,6,7,7,7,7,7,8,9,9
06835091,1,3,5,5,6,7,8,8,9,10,11,13,13,14,14,14,15,15
06837735,3,6,8,9,11,12,13,14,15,15,15,16,16,16,16,16,17,17
06838488,2,3,4,6,6,8,8,8,8,9,9,10,10,10,10,11,11,11
06838848,1,2,3,3,4,5,5,5,5,5,5,6,6,7,7,7,7,7
06840477,2,4,5,6,7,8,8,9,9,10,10,11,11,11,11,11,11,12
06842192,0,3,3,4,4,5,6,6,7,7,7,7,8,9,9,10,10,10
06843182,0,2,2,4,4,5,5,6,6,7,7,7,7,8,8,8,8,8
06844070,0,4,6,7,8,9,10,11,11,11,13,13,13,13,13,13,13,13
06844841,2,3,4,4,5,6,6,7,7,7,7,7,8,8,8,8,8,8
06845918,2,4,4,6,6,7,8,9,9,9,9,9,9,9,9,9,9,10
06847173,0,3,3,5,5,6,7,7,8,8,9,9,10,10,10,10,11,11
06848840,2,3,3,4,5,5,6,6,7,7,8,8,9,9,9,10,11,11
06850469,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
06852788,2,3,4,5,5,7,8,9,9,10,11,12,12,13,13,13,14,14
06853068,0,2,3,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6
06853523,2,3,5,5,6,6,7,7,8,9,9,10,10,11,11,12,12,12
06853982,2,3,5,7,8,9,11,13,14,16,16,17,19,19,19,20,20,20
06854549,2,3,4,5,5,5,6,7,7,7,7,9,9,9,9,11,11,11
06855664,2,4,5,6,7,8,8,9,9,10,11,12,12,13,13,14,14,15
06857120,2,3,5,5,6,7,7,7,8,8,8,9,9,9,9,10,11,11
06858891,2,2,3,3,3,4,4,5,5,5,5,6,7,7,7,8,8,8
06860972,2,3,3,4,5,5,6,7,8,8,10,10,11,11,11,13,13,13
06861474,0,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5
06864241,0,2,3,3,4,4,4,4,5,5,5,5,5,5,5,6,6,6
06867274,2,3,4,5,6,6,7,7,7,7,7,8,8,9,9,10,10,10
06869514,1,3,3,4,5,6,8,10,10,11,12,13,14,14,14,14,15,15
06869701,2,4,5,6,8,8,9,10,10,11,12,12,13,13,13,14,14,14
06870484,0,3,3,4,4,4,4,5,5,6,6,6,6,7,7,7,7,7
06871683,0,3,4,4,6,8,8,9,10,10,10,10,10,10,10,10,10,10
06874895,2,3,4,6,6,7,7,7,8,8,8,9,9,9,9,10,10,11
06875631,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5
06876177,1,3,3,3,4,5,5,6,7,7,7,8,9,9,9,10,11,11
06877547,1,2,3,3,4,5,5,5,6,6,6,7,7,7,7,8,9,9
06878067,0,3,4,5,5,6,6,7,7,8,9,9,10,10,10,11,11,11
06879036,2,2,4,4,5,5,6,6,7,7,7,8,8,8,8,9,9,9
06880050,1,2,2,2,4,5,6,7,8,8,9,10,10,11,11,11,11,11
06880242,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
06880692,0,4,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10
06882679,2,3,3,3,4,4,6,6,6,6,7,7,7,9,9,9,10,10
06883036,0,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,6,6
06883489,2,5,6,6,7,8,9,10,10,11,11,11,11,12,12,14,14,14
06884228,1,3,5,5,6,6,7,8,9,9,10,10,11,11,11,11,12,12
06884311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06884562,0,3,4,5,6,7,8,9,9,9,9,10,10,10,10,11,12,12
06884823,2,2,3,4,5,5,6,6,7,9,9,10,10,11,11,12,12,12
06885086,2,4,4,6,7,8,9,10,10,11,12,13,13,15,15,15,16,16
06886087,2,4,6,8,9,10,11,11,11,12,12,12,13,13,13,13,13,14
06886723,1,3,3,4,4,5,6,6,6,6,7,7,7,7,7,7,7,7
06888184,0,3,3,4,4,5,5,6,7,8,8,8,9,10,10,10,11,11
06889234,0,3,3,4,4,4,5,6,6,7,8,8,9,9,9,9,10,10
06890842,2,5,5,5,6,7,7,8,8,9,9,9,10,10,10,11,12,12
06891504,1,4,4,5,6,6,6,7,7,8,8,8,8,9,9,9,9,9
06891604,2,3,4,5,6,7,7,8,9,10,10,11,11,12,12,12,13,13
06892015,1,4,5,6,7,8,9,11,12,13,13,14,15,15,15,16,17,17
06892245,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
06894549,0,2,3,3,4,4,4,4,5,5,5,6,6,7,7,7,8,8
06899099,1,3,4,5,6,7,8,10,10,12,13,13,14,15,15,16,17,17
06900177,0,2,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
06900580,1,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6,6,6
06901887,2,4,4,6,7,8,8,10,10,10,11,11,11,11,11,11,11,11
06902466,2,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9
06904067,1,3,4,5,5,6,6,7,7,7,7,8,8,9,9,9,9,9
06905281,2,3,4,6,7,8,8,9,10,12,14,16,17,18,18,19,20,20
06905928,1,4,4,6,6,7,8,9,10,11,11,12,12,12,12,13,14,14
06905961,0,2,2,3,3,3,4,4,4,4,5,6,6,6,6,7,7,7
06908180,1,2,3,3,4,5,5,5,5,5,5,5,5,6,6,6,7,7
06908718,1,2,3,4,5,5,7,8,8,8,9,9,10,10,10,11,12,12
06911417,1,4,5,6,7,8,9,11,12,12,12,12,13,13,13,14,14,15
06914117,2,3,4,5,6,6,7,9,9,9,10,10,12,12,12,13,14,15
06914958,1,2,2,3,6,6,6,6,7,7,7,7,7,7,7,8,8,8
06918248,0,2,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5
06921325,2,3,4,4,5,5,5,5,6,7,7,8,9,9,9,9,10,10
06923155,2,4,4,4,5,5,5,6,6,6,7,7,8,8,8,9,9,10
06923488,0,0,2,3,3,4,4,5,6,6,6,6,6,7,7,7,7,7
06923548,2,5,6,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9
06924042,0,0,0,0,2,2,3,3,3,3,3,3,4,4,4,4,4,4
06925850,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4
06926116,2,5,5,7,7,9,9,10,10,10,11,12,13,14,14,15,16,16
06927745,1,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5
06928258,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3
06928651,0,2,2,2,3,3,4,4,5,5,5,5,6,6,6,7,8,8
06929540,2,2,3,3,3,4,4,5,5,6,6,6,7,7,7,7,7,8
06930892,2,3,3,4,4,6,7,7,7,8,9,10,10,11,11,12,12,13
06933185,2,2,3,4,4,5,5,5,6,6,6,6,7,7,7,7,9,9
06935354,1,4,6,7,7,8,8,9,10,10,11,11,12,12,12,13,13,14
06935566,0,2,3,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6
06938349,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3
06939026,0,2,3,3,3,4,4,5,5,5,6,7,8,9,9,9,9,9
06940468,2,3,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7
06941056,2,3,3,4,5,5,6,7,8,9,10,11,11,12,12,12,13,13
06941683,0,1,2,3,3,4,4,4,4,4,4,4,4,5,5,5,6,7
06942748,0,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
06943634,2,2,3,4,5,5,6,6,6,6,7,8,8,8,8,9,9,9
06944724,2,4,5,5,6,7,8,9,9,10,10,11,11,11,11,12,13,13
06944907,2,3,4,7,7,8,9,10,10,11,11,11,11,12,12,13,13,13
06946207,0,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4
06946653,0,3,4,5,6,6,6,7,7,7,8,8,8,8,8,8,8,9
06947397,2,3,4,6,6,8,9,9,10,11,12,12,13,14,14,15,15,15
06950566,0,2,3,3,3,4,4,5,6,6,6,6,6,6,6,6,6,6
06950841,1,2,2,3,4,5,6,6,6,7,7,8,8,9,9,10,10,10
06951741,2,4,5,7,8,10,11,12,14,15,17,17,19,20,20,21,21,22
06951960,1,2,4,5,5,7,8,8,9,9,10,10,11,11,11,11,11,11
06956491,2,3,4,4,5,5,6,8,8,8,9,10,11,11,11,12,13,13
06958450,0,5,5,6,8,9,10,11,12,13,14,15,16,17,17,17,18,18
06960498,0,3,3,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7
06961330,0,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,7,7
06964464,0,2,3,4,4,4,5,6,7,9,10,11,12,13,13,14,15,15
06965052,2,3,4,4,5,6,6,7,7,8,8,9,9,10,10,10,12,12
06966165,1,3,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7
06966909,2,4,5,5,6,7,8,8,8,9,9,9,10,10,10,10,11,11
06969231,2,4,5,6,6,7,8,8,9,10,10,11,12,13,13,14,14,15
06969939,2,3,4,5,6,7,8,9,9,10,10,11,12,12,12,13,14,14
06970316,2,3,4,6,7,7,8,8,9,10,10,11,11,12,12,12,13,13
06971689,1,2,3,4,5,5,6,6,7,7,8,8,8,9,9,10,10,11
06974594,0,5,6,8,8,9,11,13,15,15,16,17,18,20,20,21,21,21
06974692,2,3,3,4,4,4,5,5,6,6,6,6,8,8,8,8,8,8
06974947,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
06975465,0,1,2,3,3,4,5,5,5,5,5,5,5,5,5,6,6,6
06979819,2,3,4,5,6,6,6,7,8,8,9,9,10,10,10,10,11,11
06980297,1,3,4,5,5,6,6,6,7,7,8,9,9,10,10,11,11,12
06982726,0,1,2,3,4,4,4,5,5,6,6,6,6,6,6,6,6,6
06983450,0,0,0,0,4,5,5,5,6,7,7,7,7,7,7,7,7,7
06984472,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4
06984732,0,2,2,3,3,3,5,5,6,8,9,10,10,11,11,11,12,12
06984765,2,3,4,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11
06985374,0,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7
06988414,1,2,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6,6
06989586,2,2,4,4,5,5,6,6,7,8,8,8,9,10,10,10,10,11
06990245,2,3,3,4,4,5,5,5,6,6,7,8,8,8,8,8,8,8
06992123,1,3,3,4,4,5,5,5,5,6,7,8,9,9,9,9,9,9
06993740,2,3,4,5,6,7,7,7,8,8,9,10,11,12,12,12,13,13
06993957,0,2,2,3,3,3,4,4,5,5,5,6,6,6,6,8,8,8
06994389,2,3,6,6,6,7,8,8,8,9,10,10,11,12,12,12,14,14
06996507,2,4,5,6,7,8,8,10,11,11,12,12,12,12,12,14,14,14
06997111,2,3,3,5,6,7,8,9,9,10,10,11,11,11,11,12,12,12
06998349,0,3,4,5,7,8,9,9,10,10,11,11,11,11,11,12,12,12
06998375,2,2,3,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7
06998496,1,3,3,5,5,6,6,7,8,9,10,10,10,10,10,10,11,11
06999315,2,3,5,5,6,7,8,8,9,10,11,12,13,14,14,15,15,16
07001041,1,2,2,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6
07005516,2,4,5,6,7,8,9,9,10,11,11,12,13,14,14,14,15,15
07008748,0,2,2,3,4,4,4,4,4,5,5,5,5,6,6,6,7,7
07008964,2,3,5,5,6,7,8,8,9,9,11,11,11,11,11,12,13,13
07010227,2,3,4,4,5,6,7,8,9,10,11,12,12,13,13,13,14,14
07011461,2,3,4,5,5,6,6,6,6,6,6,7,7,7,7,8,8,8
07013264,1,4,5,7,8,8,8,9,9,10,10,11,12,12,12,13,13,13
07013648,0,3,4,5,5,6,6,7,7,7,7,8,8,8,8,9,10,10
07014683,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
07015333,0,2,3,4,5,6,7,7,7,7,8,8,9,9,9,10,11,11
07016316,0,1,1,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4
07017723,2,4,4,5,6,8,9,11,12,13,14,15,16,17,17,18,18,18
07018367,1,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6
07019874,2,2,3,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6
07020423,0,2,2,3,3,4,5,5,5,6,6,7,8,9,9,9,9,9
07020480,2,2,2,3,4,5,5,5,5,5,6,6,6,6,6,6,7,7
07021994,0,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4
07022018,2,4,5,6,8,9,10,11,13,15,16,17,18,19,19,21,22,22
07022877,2,4,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10
07023138,1,4,4,4,4,5,6,6,7,8,8,9,9,9,9,10,10,11
07023408,1,2,3,4,4,4,5,7,8,9,9,9,9,9,9,10,10,10
07025119,0,4,5,7,8,9,9,11,12,13,14,14,15,15,15,16,17,17
07025514,2,2,3,5,6,6,7,7,8,9,9,10,11,11,11,12,13,13
07026318,1,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5
07030206,0,2,2,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6
07030804,0,2,2,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5
07031086,2,4,5,8,9,10,11,12,12,13,14,15,16,16,16,17,17,17
07032247,2,4,5,6,6,7,8,8,8,9,10,10,11,11,11,12,12,12
07034295,2,4,4,5,5,6,7,8,9,9,10,10,12,12,12,13,13,13
07037660,1,4,5,6,6,6,6,6,6,7,7,7,8,8,8,9,9,10
07038801,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
07038983,2,4,5,6,7,7,8,9,9,9,10,10,10,11,11,11,11,11
07039459,2,3,3,4,5,6,6,6,7,8,9,9,10,11,11,11,12,12
07039612,0,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4
07040624,0,2,3,3,4,4,5,5,6,6,6,7,7,7,7,8,8,8
07047653,2,3,4,6,6,6,7,8,8,8,9,10,10,11,11,11,12,12
07047921,2,3,4,5,6,6,6,6,7,7,8,8,8,8,8,9,9,9
07048631,2,5,6,7,8,8,9,10,11,12,13,14,14,15,15,15,16,16
07049604,1,3,3,3,3,4,4,5,5,5,6,6,6,6,6,6,7,7
07049832,1,2,3,4,4,5,5,5,5,5,5,6,7,7,7,7,7,7
07050263,0,4,5,5,7,9,10,11,12,13,14,15,16,17,17,17,19,19
07051883,0,2,4,4,4,5,6,7,8,8,9,10,10,10,10,11,11,11
07053678,2,2,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5
07056296,2,4,5,6,7,7,8,8,10,10,11,11,12,13,13,14,15,16
07057598,1,4,5,6,7,8,8,9,10,11,12,13,14,15,15,16,18,18
07057760,0,2,2,2,2,3,4,4,5,5,5,6,7,8,8,8,8,8
07057782,0,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
07058072,1,3,4,4,5,5,6,7,7,8,8,9,10,10,10,10,11,11
07060005,2,4,4,5,6,6,6,7,7,7,7,8,9,9,9,9,10,10
07060136,1,3,4,5,6,6,6,7,7,8,8,8,8,8,8,8,8,8
07060420,1,3,5,7,8,8,10,11,11,13,13,14,14,15,15,17,17,17
07061501,2,3,4,5,5,6,7,7,8,8,9,9,10,10,10,10,10,10
07061758,2,4,5,6,7,8,9,10,11,11,12,13,13,14,14,15,15,15
07062067,1,2,3,3,4,4,4,5,5,6,6,6,7,7,7,7,8,8
07062522,0,0,0,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6
07065088,0,2,4,4,5,6,7,7,8,8,8,9,9,10,10,10,10,10
07065240,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5
07066418,0,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5
07069359,2,3,5,5,6,6,6,7,8,8,10,10,11,11,11,12,12,12
07069954,0,3,4,5,6,7,8,9,10,11,11,12,12,12,12,14,14,14
07070021,2,3,3,4,5,6,6,7,7,8,9,9,10,10,10,11,11,11
07070818,2,4,5,7,8,9,9,10,10,11,11,12,12,12,12,13,13,14
07071417,2,3,4,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7
07071826,0,2,4,5,6,7,8,8,9,9,11,11,12,12,12,12,13,13
07074548,2,4,5,6,7,9,10,12,13,15,16,17,18,19,19,20,21,21
07075979,1,2,4,4,5,5,5,5,6,6,7,7,7,8,8,8,8,8
07076278,0,2,2,3,5,6,6,6,6,7,7,7,7,8,8,8,8,8
07076338,2,3,3,6,6,7,8,8,9,9,9,9,10,11,11,12,12,12
07077207,1,3,4,6,6,6,7,8,8,8,8,9,10,10,10,11,11,11
07077913,2,6,7,9,10,11,12,14,15,16,17,19,20,21,21,22,23,23
07078971,0,3,5,7,8,10,11,13,14,16,17,19,21,22,22,23,23,24
07079110,1,2,3,4,5,5,6,7,8,9,10,10,11,12,12,12,13,13
07079786,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
07081007,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3
07081725,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3
07082025,2,5,6,6,6,7,7,8,8,9,10,10,10,10,10,10,11,12
07082119,2,3,4,6,6,7,7,9,10,12,12,14,14,15,15,16,17,17
07082516,2,2,3,4,4,4,6,6,6,6,7,7,8,8,8,8,9,9
07083055,1,2,2,2,3,3,3,4,4,5,5,5,6,6,6,6,6,7
07084214,0,3,4,4,5,5,6,7,8,8,10,12,13,13,13,14,14,14
07086808,0,3,4,5,5,6,6,7,7,7,8,8,8,8,8,9,10,10
07086874,2,4,6,8,9,9,10,11,11,13,13,14,14,15,15,16,16,16
07086923,2,4,5,5,5,6,6,7,7,8,8,9,9,9,9,9,9,9
07086966,2,3,3,4,5,5,5,5,6,7,7,7,8,8,8,9,9,9
07087812,2,6,6,7,9,10,11,12,12,12,13,14,14,15,15,15,16,16
07089239,2,3,4,5,5,6,7,7,8,9,9,10,11,12,12,12,13,13
07091039,1,4,4,4,6,7,7,7,7,7,7,7,8,8,8,10,10,10
07092756,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
07092955,2,3,4,5,6,7,7,8,9,9,10,10,11,12,12,12,12,12
07093465,1,3,4,6,7,7,9,10,10,12,14,15,15,16,16,16,17,17
07094424,1,3,3,4,5,5,5,6,7,8,8,8,9,9,9,10,10,10
07094754,0,0,2,2,3,3,3,3,3,3,4,4,4,4,4,5,6,6
07094963,2,3,4,5,7,8,9,10,11,11,12,13,14,15,15,16,17,17
07095704,2,5,5,6,6,7,8,9,10,11,11,12,12,13,13,13,14,14
07096873,1,3,4,4,5,5,6,6,6,6,7,7,7,7,7,7,8,8
07098494,2,4,4,5,6,6,7,8,8,9,9,10,10,11,11,11,12,13
07099606,0,1,2,3,4,5,5,6,8,9,10,12,12,14,14,15,16,16
07100683,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
07106031,0,2,2,2,3,3,3,3,4,4,5,5,5,5,5,5,5,5
07106886,2,3,4,5,6,7,7,8,8,8,8,8,8,8,8,8,8,8
07107473,2,3,4,5,6,7,8,9,10,11,12,12,13,14,14,14,14,14
07109021,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
07110574,2,4,5,6,8,8,9,9,10,11,12,13,14,14,14,15,16,16
07110806,2,3,4,4,5,5,6,6,7,8,9,10,11,11,11,12,13,13
07111704,1,2,3,5,6,6,6,7,7,7,7,7,8,8,8,9,9,9
07112215,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
07116495,2,3,4,6,7,8,9,10,11,12,13,14,15,16,16,17,18,19
07116542,0,3,4,5,6,6,6,7,8,8,9,9,9,10,10,10,10,10
07117598,2,3,5,6,7,8,9,10,11,12,13,14,15,16,16,17,17,17
07122683,1,2,3,4,5,5,6,7,8,9,10,10,10,11,11,12,13,13
07123038,0,0,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4
07123589,2,4,5,5,5,5,7,8,9,9,10,11,12,12,12,13,14,15
07124749,1,3,4,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8
07127523,2,3,4,6,7,8,10,11,12,13,14,15,16,17,17,17,18,18
07129655,2,3,4,5,6,7,8,8,9,10,10,10,11,12,12,13,13,13
07134082,2,3,4,6,6,6,7,8,8,9,11,11,12,13,13,13,14,14
07134397,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
07138853,0,2,3,3,3,4,4,5,5,6,6,6,6,7,7,7,7,8
07139431,2,2,4,5,6,7,7,9,10,11,13,14,15,17,17,18,19,19
07141288,2,4,5,6,8,8,10,11,12,13,14,15,16,16,16,17,18,18
07142255,2,2,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,6
07143058,2,3,4,4,6,6,6,6,6,7,8,8,9,9,9,9,10,10
07143123,0,0,0,0,2,3,3,3,4,4,4,4,6,6,6,6,6,6
07143930,4,4,5,6,7,8,8,9,10,10,11,11,12,12,12,12,13,13
07144318,1,3,4,5,7,8,9,9,9,11,11,12,13,13,13,13,14,14
07144353,2,4,5,7,8,10,11,11,13,14,15,16,16,17,17,18,18,18
07145911,2,3,5,6,7,9,9,10,11,12,12,13,14,14,14,15,15,15
07147096,2,4,5,6,7,8,8,9,9,10,11,12,12,13,13,14,15,15
07147234,0,2,3,3,3,3,4,4,5,5,6,6,6,6,6,7,7,7
07148749,0,2,2,3,3,3,4,4,4,4,5,5,5,6,6,6,6,6
